# id                    Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21    phi31    meanmag   cost     phcov   phcov2   snr      Npt   order   minmax   phaseshift   id_2                  Nep_rv   totamp_rv   A1_rv     A2_rv    A3_rv    phi1_rv   phi2_rv   phi3_rv   phi21_rv   phi31_rv   mean_rv    cost_rv   phcov_rv   snr_rv    Npt_rv   order_rv   minmax_rv   remark  
  6205598688930303744   29    0.552134   0.701    0.264   0.117   0.069   -2.02    4.769    -0.755   8.8086   5.3049   13.465    0.0075   0.866   0.783    165.0    29    4       0.757    -0.321       6205598688930303744   16       73.168      33.192    5.623    2.038    0.302     3.026     -2.038    8.7051     3.3398     60.038     4.3265    0.708      42.6      16       3          96.802      1       
  5840956652709570048   47    0.515783   0.394    0.163   0.065   0.03    -2.516   4.137    -1.561   9.1691   5.9868   13.42     0.0017   0.889   0.842    547.6    47    4       0.393    -0.4         5840956652709570048   15       57.196      14.405    9.629    9.164    -0.01     2.917     -0.249    9.2201     6.0633     -25.106    3.0183    0.796      56.0      15       3          61.12       1       
  5769986338215537280   49    0.571163   0.962    0.327   0.178   0.108   2.976    2.191    1.646    8.8051   5.2829   10.863    0.0149   0.928   0.933    421.4    49    6       0.975    0.474        5769986338215537280   13       68.303      31.668    8.154    6.998    -0.261    3.154     -0.851    9.9584     6.2145     136.653    0.0903    0.656      1559.2    13       4          64.591      r       
  5764934181067920256   45    0.646578   0.911    0.31    0.161   0.1     0.667    3.899    1.077    8.8472   5.3578   12.198    0.0021   0.916   0.899    1224.3   45    6       0.905    0.106        5764934181067920256   17       52.993      25.204    6.324    2.383    -0.165    2.295     -1.418    8.9083     5.3603     120.597    4.0651    0.781      44.6      17       3          60.915      1       
  5577861181072756864   45    0.494275   0.853    0.3     0.146   0.092   -1.453   -0.125   1.381    9.0631   5.7393   12.273    0.0053   0.917   0.932    414.6    45    6       0.896    -0.231       5577861181072756864   17       65.535      23.08     11.025   6.263    0.033     2.972     0.104     9.1885     6.287      35.791     1.0229    0.819      205.1     17       4          66.241      1       
  5502581914883493888   39    0.56108    0.969    0.33    0.153   0.121   1.101    4.566    1.912    8.6479   4.8931   13.798    0.003    0.877   0.889    874.9    39    6       0.971    0.175        5502581914883493888   9        51.373      24.702    0.952    2.08     -0.375    2.004     0.048     9.0381     7.4568     275.978    0.0       0.687      4362.9    9        5          50.818      2       
  5322890889924157696   44    0.732288   0.847    0.289   0.153   0.099   2.599    1.678    0.859    9.0457   5.6269   13.156    0.0014   0.909   0.895    1285.2   44    6       0.846    0.414        5322890889924157696   17       45.435      22.883    1.98     1.345    -0.175    2.218     -1.657    8.8507     5.1506     78.038     4.9359    0.867      20.3      17       3          65.56       2       
  5213246770064375808   36    0.521404   0.884    0.296   0.148   0.107   -1.115   0.157    1.781    8.6704   5.1261   12.503    0.0035   0.902   0.866    897.0    36    5       0.879    -0.177       5213246770064375808   15       73.326      32.855    7.343    2.658    0.029     2.863     -1.026    9.0874     5.1689     83.977     0.5562    0.736      234.7     15       4          72.053      1       
  4760456779256739968   40    0.649665   0.383    0.154   0.062   0.03    1.537    5.85     -2.141   9.0593   5.8135   12.215    0.001    0.932   0.912    532.4    40    5       0.371    0.245        4760456779256739968   16       50.64       21.564    7.367    5.113    -0.045    2.666     -0.507    9.0387     5.9102     326.333    2.014     0.777      79.3      16       3          48.719      1       
  4434604692910161280   46    0.726432   0.77     0.27    0.135   0.085   2.61     1.617    0.823    8.9637   5.5594   13.418    0.0023   0.931   0.902    1179.2   46    6       0.772    0.415        4434604692910161280   12       157.809     45.743    14.681   11.868   -0.158    3.28      -2.123    9.8797     4.6355     70.184     0.0       0.824      2216.7    12       6          122.596     0       
  4127432480197037184   44    0.667358   0.545    0.2     0.082   0.067   -1.02    0.391    2.11     8.7136   5.1701   12.948    5.0E-4   0.904   0.897    1576.9   44    6       0.549    -0.162       4127432480197037184   17       49.432      22.779    6.894    3.697    -0.005    2.631     -0.214    8.9242     6.0846     -49.294    2.7688    0.889      49.3      17       3          55.581      1       
  3928818142855926656   29    0.574359   0.578    0.22    0.111   0.035   -2.09    4.9      -0.705   9.079    5.5644   13.152    0.0273   0.871   0.896    58.0     29    5       0.75     -0.333       3928818142855926656   18       45.81       19.15     8.041    2.627    -0.004    2.215     -0.606    8.5058     5.6892     -82.579    5.6127    0.857      22.0      18       3          63.649      2       
  3677686044939929728   32    0.525774   1.101    0.409   0.192   0.141   0.486    3.108    -0.405   8.4197   4.4201   11.275    0.0042   0.812   0.869    587.4    32    4       1.029    0.077        3677686044939929728   18       52.567      23.336    4.711    2.712    -0.764    0.785     1.869     8.5955     4.1594     350.477    1.2622    0.717      112.4     18       4          55.365      2       
  3080583576737029504   46    0.554376   0.755    0.276   0.127   0.091   -2.533   3.58     -2.43    8.6461   5.1693   13.587    0.0202   0.908   0.869    163.0    46    6       0.857    -0.403       3080583576737029504   13       62.343      29.777    7.89     1.38     -0.24     1.904     -1.595    8.6672     5.4082     80.433     5.9872    0.839      20.9      13       3          76.893      2       
  3028551628499789440   45    0.423221   0.955    0.302   0.178   0.109   -2.654   3.578    -2.463   8.8855   5.4985   13.211    0.0045   0.93    0.895    1618.2   45    6       0.941    -0.422       3028551628499789440   16       73.234      26.871    11.32    8.304    -0.428    2.062     -1.131    9.2012     6.4365     55.907     1.8678    0.855      102.9     16       3          77.763      1       
  3027198542003424256   43    0.625063   0.419    0.17    0.069   0.034   1.562    5.849    -2.064   9.008    5.8159   12.947    0.0136   0.92    0.86     116.1    43    4       0.488    0.249        3027198542003424256   17       57.116      21.361    10.547   5.586    -0.353    1.853     -1.708    8.843      5.6352     370.607    4.0415    0.812      57.5      17       3          62.382      1       
  2309225008197193856   38    0.784887   0.62     0.231   0.11    0.065   -3.037   3.002    -3.34    9.0752   5.7699   13.438    6.0E-4   0.914   0.918    947.1    38    6       0.613    -0.483       2309225008197193856   16       0.0         0.0       0.0      0.0      -0.324    -0.127    -0.042    6.8033     7.2125     30.315     22.0038   0.8        0.0       16       3          290.989     r       
  1892183408879284480   35    0.364876   1.203    0.386   0.23    0.143   -2.059   4.571    -1.022   8.6887   5.154    12.742    0.0053   0.878   0.843    1640.5   35    6       0.928    -0.328       1892183408879284480   17       57.297      27.392    4.426    0.913    0.093     2.611     0.981     8.7071     6.9845     -49.111    3.8629    0.813      37.3      17       3          77.159      2       
  1754082751268521088   40    0.442778   1.084    0.396   0.184   0.126   -2.966   2.669    2.326    8.6014   4.9424   12.221    0.0333   0.895   0.916    138.8    40    5       1.131    -0.472       1754082751268521088   18       49.65       24.443    3.493    1.549    -0.344    1.999     -2.244    8.9702     5.0714     -99.841    4.2784    0.854      22.8      18       3          60.883      2       
  1701333887084708352   43    0.58525    0.642    0.229   0.106   0.072   -1.496   5.746    0.717    8.7391   5.2056   11.858    0.038    0.92    0.884    90.6     43    6       0.779    -0.238       1701333887084708352   18       59.184      25.684    8.289    3.012    -0.035    3.058     -1.063    9.4107     5.3245     -232.781   3.1168    0.743      52.2      18       5          55.766      2       
  1566907050012358272   48    0.741957   0.504    0.194   0.084   0.051   1.82     -0.073   -1.653   8.8523   5.4527   12.842    0.0011   0.92    0.89     657.9    48    5       0.504    0.29         1566907050012358272   12       51.218      18.841    9.997    3.257    0.113     2.769     -0.62     8.8266     5.3249     -107.567   0.6766    0.713      795.5     12       3          49.321      1       
  1350844459580412288   43    0.465505   0.626    0.298   0.07    0.017   1.176    5.035    -3.29    8.9667   5.7495   12.433    0.144    0.928   0.921    27.4     43    4       1.033    0.187        1350844459580412288   18       30.697      15.732    1.437    0.662    -0.156    3.328     -0.676    9.9226     6.0744     -310.592   5.8633    0.786      12.6      18       3          66.429      0       
  1009665142487836032   48    0.597443   0.604    0.223   0.107   0.067   -1.546   5.717    0.731    8.8093   5.3705   9.763     0.0036   0.931   0.866    506.8    48    6       0.606    -0.246       1009665142487836032   18       62.079      27.267    9.164    3.502    -0.181    2.411     -1.321    9.0564     5.5049     -63.813    0.6147    0.782      433.1     18       3          52.512      1       
  568205142263138304    48    0.379003   1.064    0.341   0.201   0.118   -0.284   1.962    -1.746   8.8138   5.389    12.741    0.0073   0.91    0.928    1142.4   48    6       1.038    -0.045       568205142263138304    17       64.532      25.351    11.966   6.444    -0.274    1.976     -1.218    8.8073     5.8881     -80.642    2.2735    0.792      71.4      17       3          70.936      1       
  525266769361764864    56    0.608276   0.699    0.252   0.126   0.066   1.854    0.349    -0.868   9.2064   6.1353   12.942    3.0E-4   0.894   0.911    2185.8   56    6       0.687    0.295        525266769361764864    17       52.714      20.223    8.3      3.573    -0.567    1.933     -1.579    9.3496     6.4054     -13.595    2.4953    0.71       71.4      17       3          58.637      1       
  476292459874275840    66    0.572024   0.55     0.205   0.096   0.05    2.062    0.79     -0.225   9.2315   6.1544   11.14     0.011    0.939   0.932    463.6    66    6       0.541    0.328        476292459874275840    14       55.906      20.726    8.904    5.598    -0.019    2.707     -0.662    9.0287     5.6794     16.564     0.1665    0.844      19877.8   14       4          54.007      1       
  358693648267575424    36    0.496642   0.565    0.202   0.105   0.057   1.112    5.005    -3.427   9.0639   5.8021   13.369    8.0E-4   0.896   0.882    1267.5   36    5       0.511    0.177        358693648267575424    15       47.968      17.326    11.066   2.358    0.069     2.468     -1.894    8.6133     4.1824     -30.545    0.5558    0.851      214.1     15       4          48.225      1       
  255409438666669824    44    0.65922    0.253    0.111   0.034   0.009   2.198    1.233    0.655    9.4038   6.6281   12.53     1.0E-4   0.901   0.929    820.1    44    6       0.253    0.35         255409438666669824    16       29.394      12.31     4.326    0.55     -0.179    2.258     -1.44     8.8999     5.3809     -27.437    0.6682    0.647      108.8     16       3          31.385      1       
  244516031514817152    45    0.390887   0.84     0.293   0.159   0.088   -1.26    0.174    1.731    8.9767   5.5092   13.468    0.0047   0.932   0.929    1257.1   45    6       0.833    -0.2         244516031514817152    17       94.136      26.962    22.535   11.283   -0.122    2.72      -0.418    9.2485     6.233      6.044      3.7508    0.839      114.7     17       3          90.936      1       
  6851145536377510784   34    0.666429   0.998    0.318   0.174   0.112   1.351    5.215    -3.119   8.797    5.3952   13.031    8.0E-4   0.899   0.929    2344.3   34    6       0.917    0.215        6851145536377510784   15       71.915      22.228    14.611   8.085    -0.014    2.873     0.355     9.1844     6.6803     -152.386   0.9055    0.778      672.8     15       3          67.821      1       
  6796320308904070016   31    0.544437   0.945    0.317   0.157   0.108   -1.478   5.714    0.635    8.67     5.0685   11.997    0.0057   0.907   0.838    941.9    31    5       0.946    -0.235       6796320308904070016   18       55.218      23.197    7.03     7.122    -0.32     1.899     -1.503    8.8231     5.7408     142.692    3.6493    0.712      76.6      18       3          61.854      1       
  6758995191979918976   29    0.701871   0.535    0.205   0.094   0.046   0.977    4.819    2.583    9.148    5.9354   13.803    3.0E-4   0.895   0.798    819.2    29    6       0.54     0.156        6758995191979918976   14       142.425     23.887    25.167   16.854   -0.697    1.447     -1.18     9.1247     7.1939     25.467     1.6296    0.743      228.8     14       5          140.349     0       
  6692125884070450176   31    0.739199   0.641    0.23    0.119   0.073   0.309    3.278    0.212    8.9434   5.5687   11.268    0.0028   0.883   0.891    308.7    31    6       0.627    0.049        6692125884070450176   18       56.963      22.898    7.877    7.025    -0.325    1.67      -1.852    8.6037     5.4064     -82.026    2.2464    0.826      171.7     18       3          58.554      1       
  6659185065456889088   29    0.47716    0.839    0.28    0.155   0.092   0.724    4.128    1.44     8.9623   5.5501   13.281    5.0E-4   0.895   0.762    1332.3   29    6       0.832    0.115        6659185065456889088   16       61.965      23.363    12.781   5.325    -0.211    2.328     -0.452    9.0331     6.4644     45.327     4.7079    0.824      34.0      16       3          68.183      1       
  6651415911997650176   48    0.611877   0.836    0.321   0.149   0.081   -1.255   0.174    1.733    8.9666   5.4968   12.832    0.046    0.934   0.925    123.9    48    5       0.933    -0.2         6651415911997650176   16       57.999      27.365    4.621    1.596    -0.26     1.727     -3.13     8.5309     3.9337     90.262     4.7742    0.825      25.3      16       3          66.793      1       
  6637089279786058880   35    0.638228   0.351    0.144   0.056   0.029   -1.764   5.457    0.467    8.9842   5.7578   13.086    3.0E-4   0.874   0.901    1019.4   35    6       0.329    -0.281       6637089279786058880   17       39.249      20.275    0.857    1.606    0.191     3.949     -0.172    9.8502     5.5381     327.636    3.2111    0.783      28.1      17       3          49.469      1       
  6631297666708024832   40    0.617472   0.849    0.294   0.145   0.102   -0.056   2.321    -1.282   8.7153   5.1674   13.306    0.0013   0.906   0.802    1645.0   40    6       0.815    -0.009       6631297666708024832   14       64.871      32.588    3.476    2.315    0.024     2.897     0.351     9.1327     6.5628     472.194    2.7425    0.776      35.5      14       5          85.312      1       
  6472840590694980480   34    0.402725   1.052    0.34    0.196   0.112   2.79     1.876    1.211    8.8619   5.4057   12.575    0.0046   0.899   0.831    1423.3   34    6       1.047    0.444        6472840590694980480   14       85.978      36.226    13.254   5.682    0.034     3.174     1.378     9.3893     7.5582     23.088     0.6198    0.816      493.8     14       3          85.426      1       
  6468749273568245888   40    0.560987   0.901    0.332   0.152   0.102   -0.346   1.718    -1.987   8.693    5.3332   13.277    0.0173   0.907   0.915    252.7    40    5       0.979    -0.055       6468749273568245888   16       45.252      22.811    3.855    0.411    -0.019    1.365     0.964     7.6868     7.3055     -74.212    4.8014    0.829      17.0      16       3          63.749      0       
  6356371763506469632   48    0.563464   0.923    0.351   0.163   0.092   -1.077   0.196    1.778    8.6335   5.0091   11.982    0.0855   0.913   0.913    82.0     48    5       1.188    -0.171       6356371763506469632   18       52.2        21.386    8.127    4.909    -0.133    2.321     -0.617    8.8694     6.0646     17.986     1.5926    0.827      128.7     18       3          54.016      1       
  6058610644470919168   54    0.45128    0.579    0.208   0.104   0.057   -2.694   3.714    -2.243   9.1019   5.8385   13.668    0.0028   0.904   0.918    865.8    54    5       0.569    -0.429       6058610644470919168   16       84.239      27.392    14.857   11.415   -0.363    2.487     -1.665    9.4963     5.7078     66.782     5.5526    0.88       33.8      16       3          103.963     2       
  6045464303643755008   55    0.535678   0.818    0.272   0.143   0.097   -1.589   5.601    0.574    8.778    5.3399   13.17     0.0021   0.94    0.934    1438.5   55    6       0.817    -0.253       6045464303643755008   18       70.265      29.549    8.881    1.772    0.211     3.517     -0.068    9.3782     5.5819     70.063     3.3678    0.673      54.1      18       4          89.214      2       
  6009536215017666560   49    0.576051   0.874    0.309   0.159   0.101   2.6      1.682    0.976    9.0493   5.7436   12.815    0.0021   0.898   0.866    1699.7   49    6       0.84     0.414        6009536215017666560   18       56.126      18.686    13.517   3.259    -0.688    1.318     -1.477    8.9776     6.8706     -72.589    2.5422    0.798      52.3      18       5          63.107      1       
  6006167311383552512   38    0.595369   0.53     0.188   0.068   0.066   -1.911   5.212    0.041    9.0343   5.7748   13.431    0.0138   0.901   0.883    176.8    38    5       0.545    -0.304       6006167311383552512   17       41.039      19.965    1.041    0.428    0.459     4.781     -1.137    10.1469    3.77       -43.093    4.3037    0.865      22.7      17       3          71.313      1       
  5905783136719387520   39    0.548621   0.325    0.137   0.05    0.021   2.287    1.159    0.415    9.1511   6.12     13.612    3.0E-4   0.896   0.85     928.5    39    6       0.316    0.364        5905783136719387520   18       29.684      13.688    4.208    1.847    -0.016    3.806     -0.277    10.1211    6.0533     -14.435    3.7855    0.851      20.6      18       3          51.009      1       
  5901010289876294272   55    0.780602   0.671    0.244   0.116   0.069   0.046    3.008    -0.163   9.1997   5.9825   12.619    0.0025   0.922   0.931    1069.4   55    5       0.672    0.007        5901010289876294272   18       63.167      23.704    10.213   7.945    0.099     2.742     -0.276    8.8276     5.711      156.396    1.9504    0.888      87.1      18       5          61.858      1       
  4709830423483623808   43    0.642232   1.04     0.35    0.195   0.118   2.826    1.961    1.277    8.8751   5.3652   11.379    0.0085   0.911   0.888    428.8    43    6       1.046    0.45         4709830423483623808   18       71.816      26.989    10.83    7.478    -0.162    2.37      -1.075    8.9765     5.6925     65.845     1.2677    0.834      274.5     18       5          66.508      1       
  4685757887726594816   45    0.732908   0.492    0.184   0.08    0.052   -0.489   1.604    -2.324   8.8655   5.4266   12.541    0.0016   0.922   0.923    649.6    45    5       0.493    -0.078       4685757887726594816   15       50.02       22.574    5.737    3.29     0.001     3.015     -0.508    9.2955     5.772      240.905    1.6819    0.749      133.2     15       3          48.056      1       
  4537291313647857408   63    0.357155   1.006    0.34    0.19    0.103   -2.805   3.181    -3.097   8.7907   5.3176   12.983    0.0509   0.922   0.938    183.0    63    6       1.261    -0.446       4537291313647857408   17       60.769      24.404    10.191   7.035    0.045     1.621     -1.094    7.8154     5.0552     -24.472    3.6788    0.77       36.7      17       4          77.871      1       
  4489947305025925888   42    0.491003   0.735    0.313   0.129   0.064   0.297    2.823    -0.896   8.5112   4.4954   13.369    0.0596   0.897   0.925    57.5     42    6       0.949    0.047        4489947305025925888   13       100.446     27.302    21.271   7.689    -0.302    3.361     -0.47     10.247     6.7178     -219.997   2.4712    0.796      85.0      13       4          93.519      2       
  4398582699121804672   38    0.591327   0.617    0.202   0.101   0.065   1.547    5.792    -2.376   8.9823   5.5509   13.277    0.0054   0.846   0.905    433.3    38    4       0.623    0.246        4398582699121804672   15       54.926      26.155    7.07     1.535    -0.206    2.16      0.083     8.8547     6.9836     165.181    3.8285    0.797      27.7      15       3          61.77       1       
  4231038052126859136   52    0.618783   0.443    0.173   0.075   0.04    0.857    4.478    2.178    9.0467   5.8894   12.826    0.0012   0.889   0.908    1054.7   52    6       0.435    0.136        4231038052126859136   19       50.341      20.716    6.517    5.531    0.02      3.118     -0.099    9.3605     6.1229     -194.12    4.7289    0.889      35.4      19       3          64.267      1       
  3892831505236595456   41    0.767693   0.433    0.174   0.071   0.034   -2.139   4.769    -0.477   9.047    5.9402   12.077    0.0015   0.91    0.886    332.5    41    6       0.437    -0.34        3892831505236595456   16       43.562      19.852    4.682    1.249    0.362     4.014     0.765     9.5734     5.9623     184.429    0.746     0.697      130.9     16       3          44.227      1       
  3877887905263696384   33    0.472266   1.185    0.413   0.194   0.146   -1.052   0.197    1.679    8.5843   4.8351   13.495    0.01     0.88    0.872    726.3    33    6       1.155    -0.167       3877887905263696384   16       75.087      32.484    7.308    5.669    -0.387    5.327     -3.134    6.1018     4.3114     -24.948    2.5535    0.843      54.2      16       4          75.952      2       
  3625505280374093568   42    0.597141   0.604    0.216   0.102   0.064   2.929    2.152    1.717    8.8605   5.4965   12.544    0.005    0.907   0.921    547.4    42    5       0.598    0.466        3625505280374093568   19       49.544      22.497    5.857    4.607    -0.416    1.661     -2.469    8.7755     5.0611     94.955     1.9802    0.838      77.1      19       3          51.27       1       
  3604450388616968576   34    0.615104   0.623    0.223   0.11    0.056   -2.284   4.253    -1.663   8.8222   5.1904   11.388    0.0174   0.902   0.931    109.0    34    4       0.711    -0.364       3604450388616968576   19       60.985      25.348    8.4      6.708    -0.124    2.498     -1.477    9.0294     5.1788     95.244     1.8968    0.781      111.5     19       4          63.633      1       
  3082486998863934976   40    0.513163   0.967    0.323   0.17    0.105   2.123    0.416    -1.003   8.7371   5.1961   12.47     0.005    0.845   0.901    569.5    40    6       0.955    0.338        3082486998863934976   19       72.524      27.05     13.696   5.777    -0.181    2.403     -0.918    9.0477     5.9069     110.62     3.1832    0.72       56.8      19       4          71.938      1       
  2884776807984012160   47    0.593728   0.569    0.226   0.089   0.05    1.349    5.07     2.493    8.6547   4.7279   12.549    0.0406   0.9     0.891    88.1     47    4       0.76     0.215        2884776807984012160   19       57.85       26.118    7.417    3.026    -0.206    2.332     -1.249    9.0275     5.6529     362.195    7.4031    0.86       32.1      19       5          74.506      1       
  2752696771104684672   37    0.701127   0.845    0.295   0.152   0.1     -2.605   3.759    -2.338   8.969    5.4764   12.062    0.0064   0.897   0.919    564.2    37    6       0.845    -0.415       2752696771104684672   17       61.255      27.72     7.868    5.697    -0.07     2.42      -1.434    8.8433     5.0599     -19.124    0.6312    0.859      298.6     17       4          62.573      1       
  2125982599343482624   40    0.566773   0.793    0.263   0.131   0.09    0.727    3.881    1.124    8.7112   5.2276   7.656     0.005    0.851   0.772    625.6    40    5       0.793    0.116        2125982599343482624   16       62.427      29.018    7.92     2.88     0.045     3.056     -0.354    9.2488     5.7935     -74.496    0.3675    0.695      488.7     16       3          62.2        1       
  1431291700999242112   41    0.442907   0.88     0.392   0.138   0.019   -0.126   1.905    -2.738   8.4397   3.9233   11.631    0.0975   0.929   0.933    53.5     41    4       1.082    -0.02        1431291700999242112   19       49.207      22.117    6.413    1.268    -0.161    1.823     2.687     8.4295     3.1713     -113.317   3.773     0.746      38.1      19       3          59.054      2       
  1247621002294070784   68    0.807892   0.426    0.176   0.066   0.031   -2.54    4.136    -1.367   9.2166   6.2535   11.126    0.003    0.949   0.929    446.6    68    6       0.45     -0.404       1247621002294070784   19       32.627      16.185    3.023    1.907    0.009     2.793     -0.776    9.0585     5.4814     -55.762    2.4531    0.784      29.1      19       3          36.834      1       
  1198085254685725824   42    0.597114   1.028    0.37    0.179   0.11    -1.76    5.141    -0.142   8.6609   5.1374   12.782    8.0E-4   0.886   0.907    1505.8   42    6       1.032    -0.28        1198085254685725824   19       59.67       25.793    3.846    4.892    -0.452    0.923     -3.089    8.1099     4.5496     -105.985   2.4613    0.832      61.5      19       5          69.353      1       
  1185942999884896640   33    0.552715   0.772    0.287   0.127   0.086   -1.149   0.165    1.7      8.7464   5.1479   13.097    0.0388   0.919   0.924    46.3     33    6       1.052    -0.183       1185942999884896640   19       57.108      26.62     4.856    3.163    -0.465    2.142     -2.81     9.3546     4.8665     20.91      5.1257    0.821      33.6      19       3          80.464      2       
  920040926051061248    36    0.498564   1.268    0.398   0.202   0.153   -0.306   1.735    -2.258   8.6293   4.9425   12.829    0.0044   0.9     0.891    794.6    36    6       1.144    -0.049       920040926051061248    18       70.178      31.232    9.299    3.821    -0.64     1.408     -2.321    8.9717     5.8829     -128.128   3.7207    0.83       57.5      18       3          77.121      1       
  670484634456082560    38    0.603256   0.593    0.215   0.097   0.07    0.885    4.387    1.808    8.9001   5.4363   12.693    0.0295   0.899   0.85     78.9     38    5       0.695    0.141        670484634456082560    18       60.164      25.808    7.222    1.106    0.124     3.411     -1.693    9.4464     4.2192     205.739    2.0044    0.811      89.8      18       3          66.212      1       
  6787617919184986496   36    0.586921   0.518    0.2     0.089   0.048   1.834    0.029    -1.41    8.9274   5.6545   11.481    6.0E-4   0.884   0.862    828.8    36    5       0.496    0.292        6787617919184986496   19       57.0        24.66     7.785    5.325    -0.016    2.888     -0.409    9.2039     5.9228     -57.925    1.8167    0.841      325.1     19       3          52.558      1       
  6779964729843530752   55    0.567933   0.561    0.23    0.096   0.041   2.378    1.006    -0.493   8.8161   4.939    13.191    0.0796   0.931   0.935    62.7     55    4       0.76     0.378        6779964729843530752   17       62.956      24.06     12.639   4.238    -0.218    1.775     -2.416    8.4935     4.5203     -224.3     3.1731    0.821      59.4      17       3          68.216      2       
  6777158196350988416   42    0.606844   0.601    0.216   0.107   0.061   0.646    3.918    1.116    8.9081   5.4596   13.226    0.0015   0.914   0.892    967.7    42    5       0.552    0.103        6777158196350988416   16       29.855      14.989    0.376    0.117    -0.449    2.684     -2.429    9.8648     5.2016     215.214    8.6263    0.763      6.8       16       4          98.81       2       
  6723991376017059200   38    0.559477   0.602    0.235   0.107   0.058   -1.939   4.959    -0.149   8.8381   5.6696   11.977    0.0096   0.91    0.923    165.9    38    6       0.605    -0.309       6723991376017059200   19       57.314      24.746    9.48     4.764    -0.175    2.999     -0.522    9.6316     6.2856     25.849     2.4828    0.727      86.9      19       3          62.358      1       
  6655334335221673856   32    0.441945   1.273    0.42    0.211   0.167   -1.005   0.348    1.947    8.6404   4.9614   13.099    0.0154   0.885   0.889    460.7    32    6       1.105    -0.16        6655334335221673856   15       77.272      27.376    15.38    3.755    0.414     3.886     1.426     9.3408     6.4666     60.949     2.8223    0.747      58.1      15       3          83.154      1       
  6354668585635029248   47    0.444487   0.782    0.264   0.146   0.087   0.182    3.07     -0.093   8.9894   5.6436   11.737    0.0031   0.917   0.925    1020.8   47    6       0.772    0.029        6354668585635029248   16       76.596      25.378    14.312   8.212    -0.339    2.048     -1.244    9.0093     6.0564     51.501     0.6339    0.659      322.0     16       3          73.667      1       
  6353053196895087488   40    0.56773    0.66     0.23    0.115   0.073   2.433    1.207    0.228    8.9074   5.4956   12.976    0.0011   0.912   0.874    1139.5   40    6       0.657    0.387        6353053196895087488   17       65.319      26.986    9.003    6.412    -0.206    2.406     -1.246    9.1018     5.6566     113.105    2.3397    0.652      116.6     17       3          69.824      1       
  6345324587928571648   48    0.621847   0.87     0.308   0.149   0.095   -1.933   4.99     -0.488   8.8565   5.312    11.669    0.0413   0.888   0.841    160.3    48    4       0.984    -0.308       6345324587928571648   18       66.149      28.176    10.361   3.831    -0.013    3.022     -0.326    9.3309     5.9958     263.919    1.9461    0.881      143.9     18       3          68.068      1       
  6262626680572363648   60    0.533939   0.861    0.276   0.143   0.104   1.911    -0.013   -1.598   8.7315   5.2353   11.577    0.0045   0.924   0.931    705.2    60    6       0.862    0.304        6262626680572363648   19       53.282      23.039    7.096    5.145    -0.732    0.694     -3.266    8.4401     5.2121     164.295    1.5215    0.768      166.0     19       3          54.359      1       
  6162709690968204288   31    0.548049   0.855    0.306   0.145   0.103   -1.247   -0.164   1.253    8.6129   4.9939   12.92     0.0029   0.889   0.863    1154.8   31    6       0.841    -0.198       6162709690968204288   16       69.73       32.335    8.436    5.573    -0.491    2.987     -1.564    10.2525    6.1935     193.93     4.4448    0.827      44.8      16       4          86.988      1       
  5904621670182059648   33    0.743026   0.365    0.152   0.057   0.025   3.018    2.623    2.466    9.1548   5.9801   12.734    6.0E-4   0.9     0.818    511.6    33    4       0.367    0.48         5904621670182059648   16       39.709      16.954    5.518    1.715    -0.162    2.635     -0.155    9.2422     6.6143     386.693    1.7239    0.779      48.2      16       5          42.892      1       
  5889376254264935808   49    0.588651   1.032    0.34    0.19    0.119   -1.758   5.337    0.04     8.8531   5.3145   12.832    0.0142   0.928   0.916    1104.0   49    6       1.032    -0.28        5889376254264935808   16       61.152      23.551    8.476    8.208    -0.43     1.044     -3.285    8.187      4.2877     110.044    1.3727    0.776      134.7     16       3          61.118      1       
  5510415419837967488   37    0.75234    0.479    0.187   0.079   0.041   -1.024   0.927    -3.192   9.257    6.1623   13.02     0.0013   0.923   0.867    1014.4   37    5       0.473    -0.163       5510415419837967488   16       147.212     55.72     16.415   19.452   -0.55     0.3       0.313     7.6819     8.2451     3.4        1.2901    0.798      238.1     16       4          141.821     r       
  5151789464548893184   37    0.62343    0.619    0.221   0.115   0.069   -0.409   1.739    -2.207   8.8398   5.3021   10.774    0.0188   0.916   0.941    123.8    37    4       0.658    -0.065       5151789464548893184   19       52.639      20.762    7.042    6.289    -0.233    2.079     -1.823    8.8279     5.1597     -82.455    1.0307    0.796      164.0     19       4          56.548      1       
  4844609039853518848   49    0.576505   0.708    0.247   0.124   0.078   1.411    5.349    -2.905   8.8113   5.4292   12.665    0.0027   0.928   0.936    658.0    49    6       0.706    0.225        4844609039853518848   16       57.377      20.938    12.086   3.834    0.377     3.395     1.743     8.9237     6.8948     67.296     2.7066    0.699      44.7      16       3          63.03       1       
  4610336612720166400   48    0.757367   0.533    0.196   0.091   0.05    -0.126   2.585    -0.71    9.1206   5.952    12.959    0.0034   0.905   0.893    508.3    48    5       0.504    -0.02        4610336612720166400   19       58.421      21.226    11.63    7.139    -0.568    1.609     -1.323    9.0273     6.6626     -183.966   5.0489    0.843      36.2      19       3          69.39       1       
